YEAR,MONTH,DAY,ORIGIN,ID,COUNTRY,REGION,DEPARTMENT_OF_ENERGY,LATITUDE,LONGITUDE,DEPTH,YIELD_1,YEILD_2,PURPOSE,NAME,TYPE;
63,10,26, 170000.0, 63037, USA, FALLON, NV,  39.200, -118.380, 0.000, 12.0, 12.0, PNE, SHOAL, SHAFT ;
63,11,14, 160000.1, 63038, USA, NTS, UGS, 37.000, -116.000, 0.000, 0.0, 20.0, WR, ANCHOVY, SHAFT ;
63,11,15, 150000.0, 63039, USA, NTS, UGS, 37.100, -116.000, 0.000, 0.0, 20.0, WR, MUSTANG, SHAFT ;
63,11,22, 173000.2, 63040, USA, NTS, UGS, 37.100, -116.000, 0.000, 20.0, 200.0, WR, GREYS, SHAFT ;
63,12,04, 163828.8, 63041, USA, NTS, UGS, 36.900, -116.300, 0.000, 0.0, 20.0, WR, SARDINE, SHAFT F2x ;
63,12,12, 160200.9, 63042, USA, NTS, UGS, 37.100, -115.900, 0.000, 5.3, 5.3, WR, EAGLE, SHAFT ;
63,12,20, 0.0, 63050, USA, NTS, DOE, 37.000, -116.000, 0.000, 010 20.0, WR TUNA SHAFT ,,, SHAFT ;
64,01,16, 160000.1, 64001, USA, NTS, UGS, 37.100, -116.000, 0.000, 20.0, 200.0, WR, FORE, SHAFT ;
64,01,23, 160000.2, 64002, USA, NTS, UGS, 37.100, -116.000, 0.000, 10.5, 10.5, WR, OCOKTO, SHAFT F ;
64,01,30, 160000.0, 64044, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, CLUB, SHAFT ;
64,02,12, 0.0, 64045, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, SOLENDON, SHAFT ;
64,02,13, 153000.0, 64046, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, BUNKER, SHAFT ;
64,02,14, 110000.0, 64003, FRANCE, IN, ECKER,  24.054, 5.053, 0.000, 0.0, 5.0, WR, OPALE, GALLERY ;
64,02,18, 0.0, 64047, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, BONEFISH, SHAFT ;
64,02,18, 0.0, 64048, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, MACKAREL, SHAFT ;
64,02,20, 153000.1, 64004, USA, NTS, UGS, 37.200, -116.000, 0.000, 20.0, 200.0, PNE, KLICKITAT, SHAFT ;
64,03,12, 150000.0, 64049, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, HANDICAP, SHAFT ;
64,03,13, 160200.1, 64005, USA, NTS, UGS, 37.100, -116.000, 0.000, 0.0, 20.0, WR, PIKE, SHAFT F ;
64,03,15, 75958.0, 64006, USSR, SEMI, KAZAKH,  49.700, 78.000, 0.000, 20.0, 150.0, WE, TUNNEL, SHAFT ;
64,04,14, 144000.1, 64007, USA, NTS, UGS, 37.100, -116.000, 0.000, 0.0, 20.0, WR, HOOK, SHAFT ;
64,04,15, 143000.2, 64008, USA, NTS, UGS, 37.000, -116.000, 0.000, 0.0, 20.0, WR, STURGEON, SHAFT ;
64,04,17, 0.0, 64050, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, BOGEY, SHAFT ;
64,04,24, 201000.2, 64009, USA, NTS, UGS, 37.100, -116.100, 0.000, 20.0, 200.0, WR, TURF, SHAFT ;
64,04,29, 204700.0, 64010, USA, NTS, UGS, 37.000, -116.000, 0.000, 0.0, 20.0, WR, PIPEFISH, SHAFT ;
64,05,07, 0.0, 64051, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, DRIVER, SHAFT ;
64,05,14, 144000.1, 64011, USA, NTS, UGS, 37.100, -116.000, 0.000, 0.0, 20.0, WR, BACKSWING, SHAFT ;
64,05,15, 161500.1, 64012, USA, NTS, UGS, 37.000, -116.100, 0.000, 0.0, 20.0, WR, MINNOW, SHAFT ;
64,05,16, 60058.1, 64013, USSR, SEMI, KAZAKH,  49.900, 78.300, 0.000, 20.0, 150.0, WR, TUNNEL, SHAFT ;
64,06,06, 0.0, 64014, USSR, SEMI, KAZAKH,  50.000, 78.000, 0.000, 0.001, 20.0, FMS, TUNNEL, SHAFT ;
64,06,11, 164500.2, 64015, USA, NTS, UGS, 37.200, -116.100, 0.000, 0.0, 20.0, PNE, ACE, SHAFT ;
64,06,12, 140100.0, 64052, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, BITTERLING, SHAFT ;
64,06,15, 134000.0, 64016, FRANCE, IN, ECKER,   24.067, 5.034, 0.000, 0.0, 5.0, TOPAZE, GALLERY, SHAFT ;
64,06,18, 0.0, 64053, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, DUFFER, SHAFT ;
64,06,25, 133000.1, 64017, USA, NTS, UGS, 37.100, -116.100, 0.000, 0.0, 20.0, WR, FADE, SHAFT ;
64,06,30, 133300.1, 64018, USA, NTS, UGS, 37.200, -116.100, 0.000, 0.0, 20.0, PNE, DUB, SHAFT ;
64,07,16, 131500.2, 64019, USA, NTS, UGS, 37.200, -116.100, 0.000, 20.0, 200.0, WR, BYE, SHAFT ;
64,07,17, 171800.0, 64020, UK, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, CORMORANT, SHAFT ;
64,07,19, 55958.9, 64021, USSR, SEMI, KAZAKH,  49.900, 78.100, 0.000, 20.0, 150.0, FMS, TUNNEL, SHAFT ;
64,07,23, 0.0, 64054, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, LINKS, SHAFT ;
64,07,24, 0.0, 64055, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, TROGON, SHAFT ;
64,08,18, 0.0, 64022, USSR, SEMI, KAZAKH,  50.000, 78.000, 0.000, 0.001, 20.0, WR, TUNNEL, SHAFT ;
64,08,19, 160000.0, 64023, USA, NTS, UGS, 37.200, -116.100, 0.000, 4.4, 4.4, WR, ALVA, SHAFT ;
64,08,22, 221700.1, 64024, USA, NTS, UGS, 37.100, -116.000, 0.000, 0.0, 20.0, WR, CANVASBACK, SHAFT ;
64,08,27, 0.0, 64056, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, SE, PLAYER, SHAFT ;
64,08,28, 170600.0, 64025, USA, NTS, UGS, 37.100, -116.000, 0.000, 0.0, 20.0, WR, HADDOCK, SHAFT ;
64,09,04, 181500.0, 64026, USA, NTS, UGS, 37.000, -116.000, 0.000, 0.0, 20.0, WR, GUANAY, SHAFT ;
64,09,11, 0.0, 64057, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, SPOON, SHAFT ;
64,09,18, 75954.8, 64027, USSR, NZ, RUSS,  72.900, 55.200, 0.000, 0.001, 20.0, FMS, TUNNEL, SHAFT ;
64,09,25, 0.0, 64058, UK, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 0.0, WR, COURSER, SHAFT ;
64,09,30, 0.0, 64028, USSR, SEMI, KAZAKH,  50.000, 78.000, 0.000, 0.001, 20.0, FMS, TUNNEL, SHAFT ;
64,10,02, 200300.0, 64029, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, AUK, SHAFT ;
64,10,09, 140000.0, 64030, USA, NTS, DOE, 37.000, -116.000, 0.000, 38.0, 38.0, PNE, PAR, SHAFT F ;
64,10,16, 70000.0, 64031, CHINA, LOP, NOR,  41.500, 89.000, 0.000, 22.0, 22.0, WR, TOWER, SHAFT 2x ;
64,10,16, 160000.0, 64032, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, BARBELTURNSTONE, SHAFT 2x ;
64,10,22, 160000.0, 64033, USA, HATTIESB, MS,  31.000, -89.000, 0.000, 5.3, 5.3, PNE, SALMON, SHAFT ;
64,10,23, 0.0, 64059, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, GARDEN, SHAFT ;
64,10,25, 75958.8, 64034, USSR, NZ, RUSS,  73.500, 53.700, 0.000, 0.001, 20.0, PNE, TUNNEL, SHAFT ;
64,10,31, 170500.0, 64035, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, FOREST, SHAFT ;
64,11,05, 150000.1, 64036, USA, NTS, UGS, 37.200, -116.100, 0.000, 12.0, 12.0, PNE, HANDCAR, SHAFT ;
64,11,16, 55957.4, 64037, USSR, SEMI, KAZAKH,  49.700, 78.000, 0.000, 20.0, 150.0, PNE, TUNNEL, GALLERY ;
64,11,28, 103000.0, 64038, FRANCE, IN, ECKER,  24.042, 5.041, 0.000, 0.0, 20.0, WR, TURQUOISE, GALLERY ;
64,12,05, 211500.1, 64039, USA, NTS, UGS, 37.100, -116.100, 0.000, 20.0, 200.0, WR, CREPE, SHAFT ;
64,12,05, 231928.5, 64040, USA, NTS, UGS, 37.100, -116.100, 0.000, 0.0, 20.0, WR, DRILL, SHAFT F ;
64,12,16, 200000.0, 64041, USA, NTS, UGS, 37.000, -116.000, 0.000, 1.3, 1.3, WR, PARROT, SHAFT F ;
64,12,16, 201000.1, 64042, USA, NTS, UGS, 37.000, -116.100, 0.000, 2.7, 2.7, WE, MUDPACK, SHAFT ;
64,12,16, 0.0, 64060, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, CASSOWARYHOOPOE, SHAFT ;
64,12,18, 193500.1, 64043, USA, NTS, UGS, 37.000, -116.300, 0.000, 0.092, 0.092, PNE, SULKY, SHAFT F ;
65,01,14, 160000.0, 65001, USA, NTS, ISC, 37.070, -116.010, 0.000, 0.0, 20.0, WR, WOOL, SHAFT ;
65,01,15, 55958.4, 65002, USSR, SEMI, KAZAKH,  49.880, 78.960, 0.000, 140.0, 140.0, PNE, CHAGAN, SHAFT F ;
65,01,29, 182200.0, 65051, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, TERN, SHAFT ;
65,02,04, 0.0, 65003, USSR, SEMI, KAZAKH,  50.000, 78.000, 0.000, 0.001, 20.0, FMS, TUNNEL, SHAFT ;
65,02,04, 152959.7, 65004, USA, NTS, ISC, 37.070, -116.030, 0.000, 0.0, 20.0, WR, CASHMERE, SHAFT ;
65,02,12, 151000.0, 65005, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.33, 0.33, WR, ALPACA, SHAFT F ;
65,02,16, 173001.6, 65006, USA, NTS, ISC, 36.990, -116.000, 0.000, 10.1, 10.1, WR, MERLIN, SHAFT ;
65,02,18, 161847.3, 65007, USA, NTS, ISC, 36.720, -115.940, 0.000, 0.0, 20.0, WE, WISHBONE, SHAFT ;
65,02,19, 0.0, 65052, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, SEERSUCKER, SHAFT ;
65,02,27, 112958.6, 65008, FRANCE, IN, ECKER, 24.160, 5.030, 0.000, 0.0, 150.0, WR, SAPHIR, GALLERY ;
65,03,03, 61456.8, 65009, USSR, SEMI, KAZAKH,  49.810, 78.130, 0.000, 0.001, 20.0, WR, TUNNEL, SHAFT ;
65,03,03, 191303.2, 65010, USA, NTS, ISC, 37.010, -116.080, 0.000, 20.0, 200.0, WR, WAGTAIL, SHAFT ;
65,03,20, 152300.0, 65053, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, SUEDE, SHAFT ;
65,03,26, 153410.6, 65011, USA, NTS, ISC, 37.110, -116.090, 0.000, 20.0, 200.0, WR, CUP, SHAFT ;
65,03,27, 0.0, 65012, USSR, SEMI, KAZAKH,  50.000, 78.000, 0.000, 0.001, 20.0, WR, TUNNEL, 1+2 SHAFT 2x ;
65,03,30, 0.0, 65013, USSR, BASHKIR, RUSS,  53.000, 56.000, 0.000, 2.3, 2.3, PNE, BUTAN, 1+2 SHAFT 2x ;
65,04,05, 210003.3, 65015, USA, NTS, ISC, 36.950, -116.080, 0.000, 0.0, 20.0, WR, KESTREL, SHAFT ;
65,04,14, 131402.6, 65016, USA, NTS, ISC, 37.260, -116.540, 0.000, 4.3, 4.3, PNE, PALANQUIN, CRATER F ;
65,04,21, 220003.4, 65017, USA, NTS, ISC, 36.970, -116.230, 0.000, 0.0, 20.0, WE, GUM, DROP TUNNEL ;
65,04,22, 133900.0, 65054, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, CHENILLE, SHAFT ;
65,04,23, 214402.8, 65018, USA, NTS, ISC, 36.960, -115.940, 0.000, 0.0, 20.0, WR, MUSCOVY, SHAFT ;
65,05,07, 154711.3, 65019, USA, NTS, ISC, 37.140, -116.100, 0.000, 7.0, 7.0, WE, TEE, SHAFT F ;
65,05,11, 63957.3, 65020, USSR, SEMI, KAZAKH,  49.790, 78.120, 0.000, 0.001, 20.0, WR, TUNNEL, SHAFT ;
65,05,12, 181500.0, 65021, USA, NTS, ISC, 37.200, -116.500, 0.000, 0.0, 20.0, WR, BUTEO, SHAFT ;
65,05,14, 20000.0, 65022, CHINA, LOP, NOR,  41.500, 89.000, 0.000, 35.0, 35.0, WR, AIRDROP, SHAFT ;
65,05,14, 173238.3, 65023, USA, NTS, ISC, 37.070, -116.050, 0.000, 0.0, 20.0, WR, SCAUP, SHAFT ;
65,05,14, 145752.0, 65024, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.75, 0.75, WR, CAMBRIO, SHAFT ;
65,05,21, 130854.8, 65025, USA, NTS, ISC, 37.070, -116.040, 0.000, 0.0, 20.0, WR, TWEED, SHAFT ;
65,05,30, 110000.0, 65026, FRANCE, IN, ECKER,  24.000, 5.000, 0.000, 0.0, 5.0, WR, JADE, GALLERY ;
65,06,10, 0.0, 65027, USSR, BASHKIR, RUSS,  53.000, 56.000, 0.000, 7.6, 7.6, PNE, BUTAN, SHAFT ;
65,06,11, 194500.4, 65028, USA, NTS, ISC, 37.000, -116.050, O.000, 1.3, 1.3, WR, PETREL, SHAFT ;
65,06,11, 202700.0, 65055, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, ORGANDY, SHAFT ;
65,06,16, 163000.0, 65029, USA, NTS, ISC, 36.830, -116.060, 0.000, 0.0, 20.0, WE, DILUTED, WATERS SHAFT F ;
65,06,17, 34457.0, 65030, USSR, SEMI, KAZAKH,  49.830, 78.170, 0.000, 0.001, 20.0, PNE, TUNNEL, TUNNEL ;
65,06,17, 170000.0, 65031, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WE, TINYTOT, TUNNEL ;
65,07,16, 0.0, 65056, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, IZZEP, SHAFT ;
65,07,22, 0.0, 65057, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, PONGEE, SHAFT ;
65,07,23, 170002.0, 65032, USA, NTS, ISC, 37.060, -116.030, 0.000, 20.0, 200.0, WR, BRONZE, SHAFT ;
65,07,29, 30502.1, 65033, USSR, SEMI, KAZAKH,  50.400, 77.900, 0.000, 0.001, 20.0, FMS, TUNNEL, SHAFT ;
65,08,06, 172330.0, 65034, USA, NTS, ISC, 37.020, -116.110, 0.000, 0.0, 20.0, WR, MAUVE, SHAFT ;
65,08,21, 134300.0, 65058, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, TICKING, SHAFT ;
65,08,27, 135113.1, 65035, USA, NTS, ISC, 37.080, -116.040, 0.000, 0.0, 20.0, WR, CENTAUR, SHAFT ;
65,09,01, 200759.4, 65036, USA, NTS, ISC, 36.980, -115.990, 0.000, 0.0, 20.0, WR, MOA, SHAFT 2x ;
65,09,10, 171202.1, 65037, UK, NTS, ISC, 36.980, -115.990, 0.000, 20.0, 200.0, WR, CHARCOAL, SHAFT ;
65,09,17, 35957.2, 65038, USSR, SEMI, KAZAKH,  49.780, 78.150, 0.000, 0.001, 20.0, WR, TUNNEL, SHAFT ;
65,09,17, 150823.1, 65039, USA, NTS, ISC, 37.060, -116.020, 0.000, 0.0, 20.0, WR, ELKHART, SHAFT ;
65,10,01, 100000.0, 65040, FRANCE, IN, ECKER,  24.000, 5.000, 0.000, 0.0, 5.0, WR, CORINDON, GALLERY ;
65,10,08, 55958.2, 65041, USSR, SEMI, KAZAKH,  49.920, 78.170, 0.000, 0.001, 20.0, WR, TUNNEL, SHAFT ;
65,10,14, 0.0, 65042, USSR, SEMI, KAZAKH,  50.000, 78.000, 0.000, 1.1, 1.1, PNE, SARY, SHAFT ;
65,10,29, 210003.6, 65043, USA, AMCHITKA, AK,  51.610, 179.220, 0.000, 80.0, 80.0, PNE, LONG, SHOT SHAFT ;
65,11,12, 180000.0, 65044, USA, NTS, ISC, 37.030, -116.010, 0.000, 0.0, 20.0, WR, SEPIA, SHAFT ;
65,11,21, 45758.2, 65045, USSR, SEMI, KAZAKH,  49.860, 78.040, 0.000, 29.0, 29.0, WR, TUNNEL, SHAFT ;
65,11,23, 181700.0, 65059, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, KERMET, SHAFT ;
65,12,01, 102958.4, 65046, FRANCE, IN, ECKER, 24.040, 5.030, 0.000, 0.0, 20.0, WR, TOURMALINE, GALLERY ;
65,12,03, 151304.5, 65047, USA, NTS, ISC, 37.130, -116.020, 0.000, 20.0, 200.0, WR, CORDUROY, SHAFT ;
65,12,16, 153918.1, 65048, USA, NTS, ISC, 37.080, -116.030, 0.000, 0.0, 20.0, WR, EMERSON, SHAFT ;
65,12,16, 191502.6, 65049, USA, NTS, ISC, 37.020, -116.050, 0.000, 20.0, 200.0, WE, BUFF, SHAFT ;
65,12,24, 45958.4, 65050, USSR, SEMI, KAZAKH,  49.900, 78.100, 0.000, 0.001, 20.0, PNE, TUNNEL, SHAFT ;
66,01,13, 153743.0, 66001, USA, NTS, ISC, 37.170, -116.020, 0.000, 0.0, 20.0, WE, MAXWELL, SHAFT ;
66,01,18, 183503.3, 66002, USA, NTS, ISC, 37.100, -116.050, 0.000, 20.0, 200.0, WE, LAMPBLACK, SHAFT ;
66,01,18, 0.0, 66064, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WE, SIENNA, SHAFT ;
66,01,21, 182759.3, 66003, USA, NTS, ISC, 37.030, -115.970, 0.000, 0.0, 20.0, WE, DOVEKIE, SHAFT ;
66,01,22, 151700.0, 66065, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WE, REO, SHAFT ;
66,02,03, 181737.1, 66004, USA, NTS, ISC, 37.070, -116.100, 0.000, 0.0, 20.0, WE, PLAID, II SHAFT ;
66,02,13, 45757.9, 66005, USSR, SEMI, KAZAKH,  49.770, 78.100, 0.000, 125.0, 125.0, PNE, TUNNEL, GALLERY ;
66,02,16, 110000.0, 66006, FRANCE, IN, ECKER,  24.000, 5.000, 0.000, 0.0, 20.0, WR, GRENAT, GALLERY ;
66,02,24, 155510.5, 66007, USA, NTS, ISC, 37.170, -116.420, 0.000, 19.0, 19.0, WR, REX, SHAFT ;
66,03,05, 181500.7, 66008, USA, NTS, ISC, 37.150, -116.110, 0.000, 0.0, 20.0, WE, REDHOT, TUNNEL F ;
66,03,07, 184100.5, 66009, USA, NTS, ISC, 36.940, -116.130, 0.000, 0.0, 20.0, WR, FINFOOT, SHAFT 2x ;
66,03,12, 180413.2, 66010, USA, NTS, ISC, 37.080, -116.090, 0.000, 0.0, 20.0, WR, CLYMER, SHAFT ;
66,03,18, 190002.7, 66011, USA, NTS, ISC, 36.900, -116.150, 0.000, 0.0, 20.0, WR, PURPLE, SHAFT ;
66,03,20, 54957.8, 66012, USSR, SEMI, KAZAKH,  49.720, 78.070, 0.000, 100.0, 100.0, WR, TUNNEL, SHAFT F ;
66,03,24, 145529.0, 66013, USA, NTS, ISC, 37.050, -116.160, 0.000, 0.0, 20.0, PNE, TEMPLAR, SHAFT F ;
66,04,01, 184001.1, 66014, USA, NTS, ISC, 37.050, -115.880, 0.000, 0.0, 20.0, WR, LIME, SHAFT ;
66,04,06, 135719.9, 66015, USA, NTS, ISC, 37.080, -116.130, 0.000, 0.0, 20.0, WR, STUTZ, SHAFT ;
66,04,07, 222733.4, 66016, USA, NTS, ISC, 36.950, -116.010, 0.000, 0.0, 20.0, WR, TOMATO, SHAFT ;
66,04,14, 141346.4, 66017, USA, NTS, ISC, 37.200, -116.450, 0.000, 70.0, 70.0, WR, DURYEA, SHAFT ;
66,04,21, 35758.1, 66018, USSR, SEMI, KAZAKH,  49.860, 78.200, 0.000, 0.001, 20.0, WR, TUNNEL, F ;
66,04,22, 25804.0, 66063, USSR, AZGIR, KAZAKH,  47.900, 47.700, 0.000, 1.1, 1.1, PNE, SHAFT, F ;
66,04,23, 0.0, 66071, USA, NTS, DOE, 37.000, -116.000, 0.000, 1.4, 1.4, WR, FENTON, SHAFT ;
66,04,25, 183803.3, 66019, USA, NTS, ISC, 36.820, -115.960, 0.000, 0.0, 20.0, WE, PINSTRIPE, SHAFT F ;
66,04,29, 0.0, 66066, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, SE, OCHRE, SHAFT ;
66,05,04, 133219.0, 66020, USA, NTS, ISC, 37.170, -115.960, 0.000, 0.0, 20.0, WR, TRAVELER, SHAFT ;
66,05,05, 140003.1, 66021, USA, NTS, ISC, 36.980, -116.040, 0.000, 12.0, 12.0, WR, CYCLAMEN, SHAFT ;
66,05,06, 150003.1, 66022, USA, NTS, ISC, 37.320, -116.320, 0.000, 73.0, 73.0, WR, CHARTREUSE, SHAFT ;
66,05,07, 35758.2, 66023, USSR, SEMI, KAZAKH,  49.740, 77.950, 0.000, 4.0, 4.0, PNE, TUNNEL, SHAFT ;
66,05,09, 80000.0, 66076, CHINA, LOP, NOR,  41.500, 89.000, 0.000, 250.0, 250.0, WR, AIRDROP, SHAFT ;
66,05,12, 193726.1, 66024, USA, NTS, ISC, 37.080, -116.140, 0.000, 0.0, 20.0, WR, TAPESTRY, SHAFT ;
66,05,13, 133002.1, 66025, USA, NTS, ISC, 37.090, -116.000, 0.000, 20.0, 200.0, WR, PIRANHA, SHAFT ;
66,05,19, 135630.6, 66026, USA, NTS, ISC, 37.110, -116.030, 0.000, 20.0, 200.0, WR, DUMONT, SHAFT ;
66,05,27, 200003.0, 66027, USA, NTS, ISC, 37.160, -116.140, 0.000, 22.0, 22.0, WE, DISCUS, THROWER SHAFT ;
66,06,02, 153001.8, 66028, USA, NTS, ISC, 37.200, -116.000, 0.000, 62.0, 62.0, WE, PILE, DRIVER TUNNEL ;
66,06,03, 140002.2, 66029, USA, NTS, ISC, 37.030, -116.010, 0.000, 20.0, 200.0, WR, TAN, SHAFT ;
66,06,10, 143002.6, 66030, USA, NTS, ISC, 36.980, -116.030, 0.000, 0.0, 20.0, WR, PUCE, SHAFT ;
66,06,15, 170000.0, 66031, USA, NTS, DOE, 37.000, -116.100, 0.350, 0.0, 20.0, WE, DOUBLE, PLAY TUNNEL ;
66,06,15, 180300.0, 66032, USA, NTS, DOE, 37.000, -116.000, 0.500, 20.0, 200.0, WR, KANKAKEE, SHAFT F ;
66,06,25, 171259.6, 66033, USA, NTS, ISC, 37.100, -116.100, 0.000, 25.0, 25.0, PNE, VULCAN, SHAFT ;
66,06,29, 65758.3, 66034, USSR, SEMI, KAZAKH,  49.920, 78.060, 0.000, 20.0, 150.0, PHE, TUNNEL, SHAFT ;
66,06,30, 221502.7, 66035, USA, NTS, ISC, 37.320, -116.280, 0.000, 365.0, 365.0, WR, HALFBEAK, SHAFT ;
66,07,02, 153400.0, 66036, FRANCE, MURUHOA, DOE, -22.000, -139.000, 0.000, 0.0, 200.0, WR, ALDEBARAN, BARGE ;
66,07,19, 150500.0, 66037, FRANCE, MURUROA, DOE, -22.000, -139.000, 0.000, 0.0, 200.0, WR, TAMOURE, AIRDROP ;
66,07,21, 35800.0, 66038, USSR, SEMI, KAZAKH,  50.000, 78.000, 0.000, 20.0, 150.0, WR, TUNNEL, TOWER ;
66,07,21, 120000.0, 66072, FRANCE, MURUROA, SPA, -22.000, -139.000, 0.000, 0.0, 0.0, SE, GANYMEDE, TOWER ;
66,07,28, 153332.5, 66039, USA, NTS, ISC, 37.000, -115.890, 0.000, 0.0, 20.0, PNE, SAXON, SHAFT F ;
66,08,05, 35757.9, 66040, USSR, SEMI, KAZAKH,  49.830, 78.050, 0.000, 0.001, 20.0, WR, TUNNEL, SHAFT ;
66,08,10, 131603.0, 66041, USA, NTS, ISC, 37.300, -116.000, 0.000, 0.0, 20.0, WR, ROVENA, SHAFT ;
66,08,12, 0.0, 66067, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, SE, TANGERINE, SHAFT ;
66,08,19, 35301.4, 66042, USSR, SEMI, KAZAKH,  50.500, 77.860, 0.000, 0.001, 20.0, PNE, TUNNEL, BALLOON ;
66,09,07, 35158.1, 66043, USSR, SEMI, KAZAKH,  49.900, 77.920, 0.000, 0.001, 20.0, FMS, TUNNEL, BALLOON ;
66,09,11, 173000.0, 66044, FRANCE, MURUROA, DOE, -22.000, -139.000, 0.000, 0.0, 200.0, WR, BETELGEUSE, BALLOON ;
66,09,12, 152959.8, 66045, USA, NTS, ISC, 36.840, -115.920, 0.000, 7.8, 7.8, WE, DERRINGER, SHAFT F ;
66,09,23, 175958.5, 66046, USA, NTS, ISC, 37.130, -116.020, 0.000, 0.0, 20.0, WR, DAIQUIRI, SHAFT ;
66,09,24, 170000.0, 66047, FRANCE, FANGATAUFA, DOE, -22.000, -139.000, 0.000, 0.0, 200.0, WR, RIGEL, BARGE ;
66,09,29, 144532.1, 66048, USA, NTS, ISC, 37.120, -115.980, 0.000, 0.0, 20.0, WR, NEWARK, SHAFT ;
66,09,30, 55952.8, 66049, USSR, UZBEK, UGS, 38.800, 64.500, 0.000, 30.0, 30.0, PNE, SHAFT, F ;
66,10,04, 210000.0, 66050, FRANCE, MURUROA, DOE, -22.000, -139.000, 0.000, 200.0, 1000.0, WR, SIRIUS, BAEGE ;
66,10,15, 0.0, 66068, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, KHAKI, SHAFT ;
66,10,19, 35757.8, 66051, USSR, SEMI, KAZAKH,  49.770, 78.030, 0.000, 20.0, 150.0, WR, TUNNEL, SHAFT F ;
66,10,27, 11000.0, 66052, CHINA, LOP, NOR,  41.500, 89.000, 0.000, 12.0, 12.0, WR, ROCKET, SHAFT F ;
66,10,27, 55757.9, 66053, USSR, NZ, RUSS,  73.400, 54.570, 0.000, 150.0, 1500.0, WR, TUNNEL, SHAFT F ;
66,10,27, 0.0, 66073, USSR, NZ, RUSS,  73.000, 55.000, 0.000, 150.0, 1500.0, WR, TUNNEL, SHAFT F ;
66,10,29, 0.0, 66074, USSR, SEMI, KAZAKH,  50.000, 78.000, 0.000, 0.001, 20.0, WR, TUNNEL, SHAFT F ;
66,11,05, 144501.2, 66054, USA, NTS, ISC, 37.170, -115.960, 0.000, 0.0, 20.0, PNE, SIMMS, SHAFT F ;
66,11,11, 120000.7, 66055, USA, NTS, ISC, 37.100, -116.000, 0.000, 0.0, 20.0, WR, AJAX, SHAFT ;
66,11,18, 150201.7, 66056, USA, NTS, ISC, 37.000, -116.070, 0.000, 0.0, 20.0, WE, CEEISE, SHAFT ;
66,11,19, 0.0, 66075, USSR, SEMI, KAZAKH,  50.000, 78.000, 0.000, 0.001, 20.0, WR, TUNNEL, SHAFT ;
66,11,22, 0.0, 66069, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, SE, VIGIL, SHAFT ;
66,12,03, 50200.0, 66057, USSR, SEMI, KAZAKH,  50.000, 78.000, 0.000, 0.001, 20.0, WR, SHAFT, 2x ;
