YEAR,MONTH,DAY,ORIGIN,ID,COUNTRY,REGION,DEPARTMENT_OF_ENERGY,LATITUDE,LONGITUDE,DEPTH,YIELD_1,YEILD_2,PURPOSE,NAME,TYPE;
71,03,23, 65956.0, 71002, USSR, PERM, RUSS,  61.300, 56.500, 0.000, 15.0, 15.0, PNE, TAIGA, SHAFT 3x ;
71,04,09, 0.0, 71052, USSR, SEMI, KAZAKH,  50.000, 78.000, 0.000, 0.23, 0.23, PNE, TUNNEL, BALLOON ;
71,04,25, 33258.0, 71003, USSR, SEMI, KAZAKH,  49.800, 78.100, 0.000, 90.0, 90.0, WR, TUNNEL, BALLOON ;
71,05,25, 40257.7, 71004, USSR, SEMI, KAZAKH,  49.800, 78.200, 0.000, 0.001, 20.0, WR, TUNNEL, BALLOON ;
71,06,05, 191500.0, 71005, FRANCE, MURUROA, DOE, -22.000, -139.000, 0.000, 0.0, 200.0, WP, DIONE, BALLOON ;
71,06,06, 40257.1, 71006, USSR, SEMI, KAZAKH,  50.000, 77.800, 0.000, 16.0, 16.0, WR, SHAFT, BALLOON F ;
71,06,12, 191500.0, 71007, FRANCE, MURUROA, DOE, -22.000, -139.000, 0.000, 0.0, 1000.0, WE, ENCELADE, BALLOON F ;
71,06,16, 145000.0, 71008, USA, NTS, UGS, 37.000, -116.000, 0.000, (J'iO 20.0, WR EMBUDO SHAFT ,,, SHAFT ;
71,06,19, 40357.6, 71009, USSR, SEMI, KAZAKH,  50.000, 77.700, 0.000, 0.001, 20.0, WR, SHAFT, SHAFT ;
71,06,23, 153000.0, 71010, USA, NTS, UGS, 37.000, -116.000, 0.000, 20.0, 200.0, WR, LAGUNA, SHAFT ;
71,06,23, 0.0, 71041, USA, NTS, DOE, 37.000, -116.000, 0.0 20, SE DEXTER SHAFT ,,,, SHAFT ;
71,06,24, 140000.2, 71011, USA, NTS, UGS, 37.100, -116.100, 0.000, 20.0, 200.0, WR, HAREBELL, SHAFT ;
71,06,29, 0.0, 71012, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WE, CAMPHOR, TUNNEL ;
71,06,30, 35657.2, 71013, USSR, SEMI, KAZAKH,  50.000, 79.100, 0.000, 0.001, 20.0, WR, SHAFT, MINE TUNNEL ;
71,07,01, 140000.0, 71014, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, PNE, DIAMOND, MINE TUNNEL ;
71,07,02, 170000.0, 71015, USSR, URAL, RUSS,  64.000, 55.000, 0.000, 2.3, 2.3, PNE, GLOBUS, SHAFT ;
71,07,04, 213000.0, 71016, FRANCE, MURUROA, DOE, -22.000, -139.000, 0.000, 0.0, 20.0, WR, JAPET, BALLOON ;
71,07,08, 140000.1, 71017, USA, NTS, UGS, 37.100, -116.100, 0.000, 83.0, 83.0, PNE, KINIATA, SHAFT ;
71,07,09, 0.0, 71042, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, BRACKEN, SHAFT ;
71,07,10, 165959.3, 71018, USSR, URAL, RUSS,  64.200, 55.200, 0.000, 2.3, 2.3, PNE, GLOBUS, SHAFT ;
71,07,21, 0.0, 71043, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, APODACA, SHAFT ;
71,08,04, 0.0, 71044, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, BARRANCA, SHAFT ;
71,08,05, 0.0, 71045, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, NAMA, A/M SHAFT 2x ;
71,08,06, 0.0, 71046, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, BALTIC, SHAFT ;
71,08,08, 183000.0, 71019, FRANCE, MURUROA, DOE, -22.000, -139.000, 0.000, 0.0, 20.0, WR, PHOEBE, BALLOON ;
71,08,14, 185959.2, 71020, FRANCE, MURUROA, UGS, -21.900, -139.000, 0.000, 0.0, 1000.0, WR, RHEA, BALLOON ;
71,08,18, 140000.0, 71021, USA, NTS, UGS, 37.100, -116.000, 0.000, 20.0, 200.0, WR, ALGODONES, SHAFT ;
71,09,19, 110006.8, 71022, USSR, URAL, RUSS,  57.800, 41.100, 0.000, 2.3, 2.3, PNE, GLOBUS, SHAFT ;
71,09,22, 140000.0, 71038, USA, NTS, DIS, 37.070, -115.970, 0.000, 0.0, 20.0, SE, FRIJOLES, SHAFT 4x ;
71,09,27, 55955.2, 71023, USSR, NZ, RUSS,  73.400, 55.100, 0.000, 150.0, 1500.0, WR, TUNNEL, 4x ;
71,09,29, 140000.0, 71024, USA, NTS, UGS, 37.000, -116.000, 0.000, 0.0, 20.0, WR, PEDERNAL, SHAFT ;
71,09,29, 0.0, 71047, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, CHANTILLY, SHAFT ;
71,10,04, 100002.0, 71025, USSR, ARKHAN, RUSS,  61.600, 47.100, 0.000, 2.3, 2.3, PNE, GLOBUS, SHAFT ;
71,10,08, 143000.1, 71026, USA, NTS, UGS, 37.100, -116.000, 0.000, 0.0, 20.0, WR, CATHAY, SHAFT ;
71,10,09, 60257.1, 71027, USSR, SEMI, KAZAKH,  50.000, 77.700, 0.000, 12.0, 12.0, WR, SHAFT, SHAFT ;
71,10,14, 143002.0, 71039, USA, NTS, DIS, 37.320, -116.140, 0.000, 0.0, 20.0, WR, LAGOON, SHAFT ;
71,10,21, 60257.3, 71028, USSR, SEMI, KAZAKH,  50.000, 77.600, 0.000, 23.0, 23.0, WR, SHAFT, SHAFT ;
71,10,22, 50000.4, 71029, USSR, ORENBG, RUSS,  51.600, 54.500, 0.000, 15.0, 15.0, PNE, SAPFIR, SHAFT ;
71,11,06, 220000.1, 71030, USA, AMCHITKA, AK,  51.500, 179.100, 0.000, 0.0, 5000.0, WR, CANNIKIN, SHAFT ;
71,11,18, 60000.0, 71031, CHINA, LOP, NOR,  41.500, 89.000, 0.000, 15.0, 15.0, WR, TOWER, LINE SHAFT ;
71,11,24, 201500.0, 71032, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WE, DIAGONAL, LINE SHAFT ;
71,11,29, 60257.1, 71033, USSR, SEMI, KAZAKH,  49.800, 78.100, 0.000, 0.0, 20.0, WR, TUNNEL, 2x ;
71,11,30, 154501.0, 71040, USA, NTS, DIS, 37.160, -116.150, 0.000, 0.0, 20.0, WR, PARNASSIA, SHAFT ;
71,12,14, 210954.2, 71034, USA, NTS, UGS, 37.100, -116.100, 0.000, 20.0, 200.0, WR, CHAENACTIS, SHAFT ;
71,12,14, 0.0, 71048, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, HOSPAH, SHAFT ;
71,12,14, 0.0, 71049, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, YERBA, SHAFT ;
71,12,15, 75258.6, 71035, USSR, SEMI, KAZAKH,  50.000, 77.900, 0.000, 0.001, 20.0, WE, TUNNEL, SHAFT ;
71,12,22, 65956.3, 71036, USSR, AZGIR, KAZAKH,  47.900, 48.200, 0.000, 64.0, 64.0, PNE, SHAFT, SHAFT ;
71,12,30, 62057.7, 71037, USSR, SEMI, KAZAKH,  49.800, 78.100, 0.000, 20.0, 150.0, WR, TUNNEL, SHAFT ;
71,12,30, 0.0, 71053, USSR, SEMI, KAZAKH,  50.000, 78.000, 0.000, 0.001, 20.0, WR, TUNNEL, SHAFT ;
72,01,05, 0.0, 72042, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, MESCALERO, SHAFT ;
72,01,07, 70000.0, 72001, CHINA, LOP, NOR,  41.500, 89.000, 0.000, 8.0, 8.0, WR, AIRDROP, SHAFT ;
72,02,03, 214459.0, 72036, USA, NTS, DIS, 36.980, -115.810, 0.000, 0.0, 20.0, WR, COWLES, SHAFT ;
72,02,10, 50257.3, 72002, USSR, SEMI, KAZAKH,  50.000, 78.900, 0.000, 16.0, 16.0, WR, SHAFT, SHAFT ;
72,02,17, 0.0, 72043, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, DIANTHUS, SHAFT ;
72,03,10, 45657.4, 72003, USSR, SEMI, KAZAKH,  49.800, 78.200, 0.000, 0.001, 20.0, WR, TUNNEL, 2x ;
72,03,18, 60000.0, 72004, CHINA, LOP, NOR,  41.500, 89.000, 0.000, 170.0, 170.0, WR, AIRDROP, SHAFT ;
72,03,23, 0.0, 72044, USA, NTS, DOE, 37.000, -116.000, 0.000, 0.0, 20.0, WR, SAPPHO, SHAFT ;
72,03,28, 42157.3, 72005, USSR, SEMI, KAZAKH,  49.700, 78.200, 0.000, 0.0, 20.0, WR, TUNNEL, F3x ;
72,03,30, 210001.0, 72037, USA, NTS, DIS ,36.970, -116.050, 0.000, 0.0, 20.0, WR, ONAJA, SHAFT 2x ;
72,04,11, 60000.0, 72006, USSR, MARY, TURKMEN ,37.400, 62.000, 0.000, 15.0, 15.0, PNE, CRATER, SHAFT ;
72,04,19, 163200.0, 72007, USA, NTS, UGS ,37.122, -116.083, 0.000, 0.0, 20.0, WR, LONGCHAMPS, SHAFT ;
72,04,19, 0.0, 72045, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, JICARILLA, SHAFT ;
72,04,20, 0.0, 72055, USSR, SEMI, KAZAKH ,50.000, 78.000, 0.000, 0.0, 0.001, SAM, TUNNEL, ;
72,05,02, 191501.8, 72008, USA, NTS, UGS ,37.200, -116.200, 0.000, 0.0, 20.0, WE, MISTY, NORTH TUNNEL ;
72,05,11, 140002.0, 72038, USA, NTS, DIS ,37.250, -116.110, 0.000, 0.0, 20.0, WR, KARA, SHAFT ;
72,05,17, 141000.2, 72009, USA, NTS, UGS ,37.120, -116.088, 0.000, 0.0, 20.0, WR, ZINNIA, SHAFT ;
72,05,19, 170000.0, 72010, USA, NTS, UGS ,37.004, -116.002, 0.000, 0.0, 20.0, WR, MONERO, SHAFT ;
72,06,07, 12757.1, 72011, USSR, SEMI, KAZAKH ,49.800, 78.200, 0.000, 0.001, 20.0, WE, TUNNEL, ;
72,06,07, 0.0, 72046, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, MERIDA, SHAFT ;
72,06,25, 0.0, 72012, FRANCE, MURUROA, DOE ,22.000, -139.000, 0.000, 0.0, 20.0, WR, UMBRIEL, BALLOON ;
72,06,28, 144100.0, 72039, USA, NTS, DIS ,37.120, -116.040, 0.000, 0.0, 20.0, WR, CAPITAN, SHAFT ;
72,06,28, 163000.0, 72047, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, HAPLOPAPPUS, SHAFT ;
72,06,28, 163000.0, 72048, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, TAJIQUE, SHAFT ;
72,06,30, 0.0, 72013, FRANCE, MURUROA, DOE ,22.000, -139.000, 0.000, 0.0, 20.0, WR, TITANIA, BALLOON ;
72,07,06, 10257.7, 72014, USSR, SEMI, KAZAKH ,49.700, 78.000, 0.000, 0.001, 20.0, WE, TUNNEL, ;
72,07,09, 70000.0, 72015, USSR, UKRAINE, DOE ,0.000, 0.000, 0.000, 3.8, 3.8, PNE, FAKEL, SHAFT ;
72,07,20, 171600.0, 72016, USA, NTS, UGS ,37.215, -116.183, 0.000, 0.0, 20.0, WE, DIAMOND, SCULLS TUNNEL ;
72,07,25, 133001.0, 72040, USA, NTS, DIS ,37.020, -116.030, 0.000, 0.0, 20.0, WR, ATARQUE, SHAFT ;
72,07,27, 0.0, 72017, FRANCE, MURUROA, DOE ,22.000, -139.000, 0.000, 0.0, 20.0, WR, OBERON, BALLOON ;
72,07,27, 0.0, 72054, USSR, NZ, RUSS ,71.000, 54.000, 0.000, 0.001, 20.0, FMS, SHAFT, ;
72,07,31, 0.0, 72018, FRANCE, MURUROA, SPA ,22.000, -139.000, 0.000, 0.0, 0.0, SE, ARIEL, TOWER ;
72,08,09, 0.0, 72049, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, CEB, SHAFT F3x ;
72,08,16, 31657.2, 72019, USSR, SEMI, KAZAKH ,49.800, 78.100, 0.000, 8.0, 8.0, WE, TUNNEL, ;
72,08,20, 25957.9, 72020, USSR, KAZAKH, UGS ,49.500, 48.200, 0.000, 6.6, 6.6, PNE, REGION, SHAFT ;
72,08,26, 34656.9, 72021, USSR, SEMI, KAZAKH ,50.000, 77.000, 0.000, 0.001, 20.0, WR, SHAFT, ;
72,08,28, 55956.5, 72022, USSR, NZ, RUSS ,73.300, 55.100, 0.000, 20.0, 1500.0, WR, TUNNEL, ;
72,09,02, 85657.6, 72023, USSR, SEMI, KAZAKH ,50.000, 77.700, 0.000, 2.0, 2.0, WR, SHAFT, ;
72,09,04, 70003.6, 72024, USSR, MURM, RUSS ,67.700, 33.400, 0.000, 2.1, 2.1, PNE, DNEPR, TUNNEL F ;
72,09,21, 90001.2, 72025, USSR, ORENBG, RUSS ,52.100, 52.000, 0.000, 2.3, 2.3, PNE, REGION, SHAFT ;
72,09,21, 153000.2, 72026, USA, NTS, UGS ,37.082, -116.037, 0.000, 20.0, 200.0, WR, OSCURO, SHAFT ;
72,09,26, 143000.2, 72027, USA, NTS, UGS ,37.122, -116.085, 0.000, 15.0, 15.0, WR, DELPHINIUM, SHAFT ;
72,10,03, 85957.8, 72028, USSR, KALMYK, RUSS ,46.800, 45.000, 0.000, 6.6, 6.6, PNE, REGION, SHAFT ;
72,11,02, 12657.6, 72029, USSR, SEMI, KAZAKH ,49.900, 78.800, 0.000, 165.0, 165.0, WR, SHAFT, ;
72,11,09, 151504.0, 72041, USA, NTS, DIS ,37.250, -116.320, 0.000, 0.0, 20.0, WR, AKBAR, SHAFT ;
72,11,09, 0.0, 72050, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, ARSENATE, SHAFT ;
72,11,17, 0.0, 72051, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, CANNA, U/L SHAFT F2x ;
72,11,24, 90008.0, 72030, USSR, ORENBG, RUSS ,52.800, 51.100, 0.000, 2.3, 2.3, PNE, REGION, SHAFT ;
72,11,24, 95957.8, 72031, USSR, KAZAKH, UGS ,51.800, 64.200, 0.000, 6.6, 6.6, PNE, REGION, SHAFT ;
72,12,10, 42657.7, 72032, USSR, SEMI, KAZAKH ,49.800, 78.100, 0.000, 0.0, 150.0, WR, TUNNEL, F2x ;
72,12,10, 42708.4, 72033, USSR, SEMI, KAZAKH ,50.100, 78.800, 0.000, 140.0, 140.0, PNE, SHAFT, ;
72,12,12, 0.0, 72052, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, TULOSO, SHAFT ;
72,12,14, 0.0, 72053, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, SOLANUM, SHAFT ;
72,12,21, 201500.2, 72034, USA, NTS, UGS ,37.140, -116.083, 0.000, 0.0, 20.O Wt FLAX SOURCE SHAFT ,,,;
72,12,21, 0.0, 72056, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 200.0, WE, FLAX, T/B SHAFT F2x ;
72,12,28, 42700.0, 72035, USSR, SEMI, KAZAKH ,51.700, 77.200, 0.000, 0.001, 20.0, WR, TUNNEL, ;
73,02,14, 0.0, 73035, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, ALUMROOT, SHAFT ;
73,02,16, 50257.7, 73001, USSR, SEMI, KAZAKH ,49.800, 78.200, 0.000, 20.0, 150.0, WR, TUNNEL, ;
73,03,08, 161000.2, 73002, USA, NTS, UGS ,37.103, -116.027, 0.000, 20.0, 200.0, WR, MIERA, SHAFT ;
73,03,23, 0.0, 73036, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, GAZOOK, SHAFT ;
73,04,05, 0.0, 73037, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, NATOMA, SHAFT ;
73,04,19, 43257.6, 73003, USSR, SEMI, KAZAKH ,50.000, 77.700, 0.000, 0.001, 20.0, WR, SHAFT, ;
73,04,25, 222500.0, 73004, USA, NTS, UGS ,37.005, -116.028, 0.000, 0.0, 20.0, WR, ANGUS, SHAFT 2x ;
73,04,26, 171500.2, 73005, USA, NTS, UGS ,37.123, -116.059, 0.000, 90.0, 90.0, WR, STARWORT, SHAFT ;
73,04,26, 0.0, 73038, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, COLMOR, SHAFT ;
73,05,09, 0.0, 73039, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, MESITA, SHAFT ;
73,05,17, 160000.0, 73006, USA, RIFLE, CO ,39.793, -108.366, 0.000, 33.0, 33.0, PNE, RIO, BLANCO 1-3 SHAFT F3x ;
73,05,24, 133001.1, 73007, USA, NTS, DOE ,37.180, -116.090, 0.000, 0.0, 20.0, WR, CABRESTO, SHAFT ;
73,05,24, 0.0, 73008, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, KASHAN, SHAFT ;
73,06,05, 170000.2, 73009, USA, NTS, UGS ,37.185, -116.215, 0.000, 0.0, 20.0, WE, DIDO, QUEEN TUNNEL ;
73,06,06, 130000.1, 73010, USA, NTS, UGS ,37.245, -116.346, 0.000, 200.0, 1000.0, WR, ALMENDRO, SHAFT ;
73,06,21, 144459.6, 73011, USA, NTS, UGS ,37.100, -116.000, 0.000, 20.0, 200.0, WR, POTRILLO, SHAFT ;
73,06,27, 35951.0, 73012, CHINA, LOP, NOR ,40.600, 89.500, 0.000, 0.0, 0.0, WR, AIRDROP, ;
73,06,28, 191512.4, 73013, USA, NTS, UGS ,37.148, -116.086, 0.000, 20.0, 200.0, WR, PORTULACA, SHAFT ;
73,06,28, 0.0, 73014, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, SILEKE, SHAFT ;
73,07,10, 12657.6, 73015, USSR, SEMI, KAZAKH ,49.800, 78.100, 0.000, O.O 20.0, WE/SAM TUNNEL F3x ,,,;
73,07,21, 180000.0, 73016, FRANCE, MURUROA, DOE ,22.000, -139.000, 0.000, 0.0, 20.0, WR, EUTERPE, BALLOON ;
73,07,23, 12257.8, 73017, USSR, SEMI, KAZAKH ,50.000, 78.900, 0.000, 150.0, 1500.0, PNE, SHAFT, ;
73,07,28, 230300.0, 73018, FRANCE, MURUROA, DOE ,22.000, -139.000, 0.000, 0.0, 20.0, WR, MELPOMENE, BALLOON ;
73,08,15, 15957.8, 73019, USSR, KAZAKH, UGS ,42.700, 67.400, 0.000, 6.3, 6.3, PNE, MERIDIAN, SHAFT ;
73,08,18, 0.0, 73020, FRANCE, MURUROA, DOE ,22.000, -139.000, 0.000, 0.0, 20.0, WR, PALLAS, BALLOON ;
73,08,24, 0.0, 73021, FRANCE, MURUROA, DOE ,22.000, -139.000, 0.000, 0.0, 20.0, WR, PARTHENOPE, BALLOON ;
73,08,28, 25957.6, 73022, USSR, KAZAKH, UGS ,50.500, 68.400, 0.000, 6.3, 6.3, PNE, MERIDIAN, SHAFT ;
73,08,28, 0.0, 73034, FRANCE, W, MURUROA ,22.000, -140.000, 0.000, 0.0, 20.0, WR, TAMARA, AIRDROP ;
73,09,12, 65954.3, 73023, USSR, NZ, RUSS ,73.300, 55.200, 0.000, 150.0, 10000.0, WR, TUNNEL, F4x ;
73,09,13, 0.0, 73045, FRANCE, MURUROA, SPA ,22.000, -139.000, 0.000, 0.0, 0.0, WR, VESTA, TOWER ;
73,09,19, 25957.2, 73024, USSR, KAZAKH, UGS ,45.600, 67.800, 0.000, 6.3, 6.3, PNE, MERIDIAN, SHAFT ;
73,09,20, 0.0, 73046, USSR, SEMI, KAZAKH ,50.000, 78.000, 0.000, 0.0, 0.001, WR, SHAFT, ;
73,09,27, 65958.0, 73025, USSR, NZ, RUSS ,70.800, 53.900, 0.000, 20.0, 150.0, FMS, SHAFT, ;
73,09,30, 45957.5, 73026, USSR, ORENBG, RUSS ,51.600, 54.600, 0.000, 10.0, 10.0, PNE, SAPFIR, SHAFT ;
73,10,02, 0.0, 73040, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, POLYGONUM, SHAFT ;
73,10,02, 0.0, 73041, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, WALLER, SHAFT ;
73,10,12, 170000.8, 73027, USA, NTS, UGS ,37.200, -116.203, 0.000, 0.0, 20.0, WE, HUSCY, ACE TUNNEL ;
73,10,26, 42057.7, 73028, USSR, SEMI, KAZAKH ,49.800, 78.200, 0.000, 0.001, 20.0, WE, TUNNEL, ;
73,10,26, 55957.6, 73029, USSR, BASHKIR, RUSS ,53.700, 55.400, 0.000, 10.0, 10.0, PNE, KAMA, 2 SHAFT F ;
73,10,27, 65957.4, 73030, USSR, NZ, RUSS ,70.800, 54.200, 0.000, 1500.0, 10000.0, WR, SHAFT, ;
73,11,04, 0.0, 73047, USSR, SEMI, KAZAKH ,50.000, 78.000, 0.000, 0.001, 20.0, WR, SHAFT, ;
73,11,28, 153000.5, 73031, USA, NTS, UGS ,36.900, -116.000, 0.000, 0.0, 20.0, WR, SHAFT, ;
73,12,12, 190007.0, 73032, USA, NTS, DOE ,37.060, -116.570, 0.000, 0.0, 20.0, WR, PAJARA, SHAFT ;
73,12,13, 0.0, 73042, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, SEAFOAM, SHAFT ;
73,12,14, 74657.0, 73033, USSR, SEMI, KAZAKH ,50.000, 79.000, 0.000, 20.0, 150.0, WR, SHAFT, ;
73,12,19, 0.0, 73043, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, ELIDA, SHAFT ;
73,12,19, 0.0, 73044, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, SE, SPAR, SHAFT ;
73,12,31, 0.0, 73048, USSR, SEMI, KAZAKH ,50.000, 78.000, 0.000, 0.001, 20.0, WR, TUNNEL, ;
74,01,10, 0.0, 74044, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, PINEDROPS, S/T/B SHAFT 3x ;
74,01,30, 45657.6, 74001, USSR, SEMI, KAZAKH ,49.900, 78.000, 0.000, 0.0, 20.0, WE, TUNNEL, 3x ;
74,02,27, 170000.1, 74003, USA, NTS, UGS ,37.104, -116.053, 0.000, 20.0, 200.0, WR, LATIR, SHAFT ;
74,02,28, 0.0, 74054, USER, SEMI, KAZAKH ,50.000, 78.000, 0.000, 0.0, 0.001, SAM, TUNNEL, ;
74,03,14, 0.0, 74045, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, HULSEA, SHAFT ;
74,04,12, 0.0, 74046, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, SAPELLO, SHAFT ;
74,04,16, 55300.0, 74005, USSR, SEMI, KAZAKH ,50.000, 78.000, 0.000, 0.001, 20.0, WR, SHAFT, ;
74,04,23, 0.0, 74047, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, PORTRERO, SHAFT ;
74,05,01, 0.0, 74048, USA, NTS, DOE ,37.000, -116.000, 0.000, 0.0, 20.0, WR, PLOMO, SHAFT ;
74,05,08, O.O 74049 USA NTS DOE 37.000, -116.000 0, 0.0 0.000 0.0 20.0 WR, JIB, SHAFT ,,,,,,,,;
74,05,16, 30257.3, 74006, USSR, SEMI, KAZAKH ,49.743, 78.150, 0.000, 0.001, 20.0, WR, TUNNEL, ;
74,05,18, 23455.3, 74007, INDIA, POKHRAN, UGS ,26.900, 71.700, 0.000, 0.0, 20.0, PNE, SHAFT, ;
74,05,22, 141459.9, 74008, USA, NTS, ISC ,37.060, -116.110, 0.000, 0.0, 20.0, WE, GROVE, SHAFT ;
74,05,23, 133830.2, 74009, UK, NTS, UGS ,37.100, -116.100, 0.000, 20.0, 200.0, WR, FALLON, SHAFT ;
74,05,31, 32657.4, 74010, USSR, SEMI, KAZAKH ,49.952, 78.844, 0.000, 20.0, 150.0, PNE, SHAFT, ;
74,06,06, 144000.5, 74011, USA, NTS, ISC ,36.960, -116.020, 0.000, 0.0, 20.0, WR, SHAFT, ;
74,06,16, 0.0, 74012, FRANCE, MURUROA, WTN ,22.000, -139.000, 0.000, 0.0, 20.0, WR, CAPRICORNE, BALLOON ;
74,06,17, 60000.0, 74013, CHINA, LOP, NOR ,39.500, 89.400, 0.000, 200.0, 1000.0, WR, ATMOSPH, ;
74,06,19, 155959.9, 74014, USA, NTS, UGS ,37.200, -116.200, 0.000, 0.0, 20.0, WE, MING, BLADE TUNNEL ;
74,06,25, 35657.6, 74015, USSR, SEMI, KAZAKH ,49.889, 78.115, 0.000, 0.001, 20.0, WE, TUNNEL, ;
74,07,01, 0.0, 74055, FRANCE, MURUROA, SPA ,22.000, -139.000, 0.000, 0.0, 0.0, SE, BELIER, TOWER ;
74,07,07, 0.0, 74016, FRANCE, MURUROA, WTN ,22.000, -139.000, 0.000, 0.0, 1000.0, WR, GEMEAUX, BALLOON F ;
74,07,08, 60001.7, 74017, USSR, BASHKIR, RUSS ,53.800, 55.200, 0.000, 10.0, 10.0, PNE, KAMA, 1 SHAFT ;
74,07,10, 25657.5, 74018, USSR, SEMI, KAZAKH ,49.789, 78.139, 0.000, 0.001, 20.0, WR, SHAFT, ;
74,07,10, 160000.1, 74019, USA, NTS, UGS ,37.068, -116.032, 0.000, 20.0, 200.0, WR, ESCAEOSA, SHAFT ;
74,07,17, 0.0, 74020, FRANCE, MURUROA, WTN ,22.000, -139.000, 0.000, 0.0, 20.0, WR, CENTAURE, BALLOON ;
74,07,18, 140001.2, 74021, USA, NTS, ISC ,37.090, -116.050, 0.000, 0.0, 20.0, WR, CRESTLAKE, T/B SHAFT 2x ;
74,07,25, 0.0, 74023, FRANCE, WSW, MURUROA ,22.000, -139.000, 0.000, 0.0, 20.0, WR, MAQUIS, AIRDROP ;
74,07,28, 0.0, 74056, FRANCE, MURUROA, SPA ,22.000, -139.000, 0.000, 0.0, 0.0, SE, PERSEE, TOWER ;
74,07,29, 000000.0, 74059, USSR, SEMI, KAZAKH ,50.000, 78.000, 0.000, 0.001, 20.0, WR, SHAFT, ;
74,08,14, 140000.1, 74024, USA, NTS, UGS ,37.023, -116.036, 0.000, 0.0, 20.0, WR, PUYE, SHAFT ;
74,08,14, 145958.3, 74025, USSR, TYUMEN, RUSS ,68.913, 75.899, 0.000, 7.6, 7.6, PNE, GORIZONT, SHAFT ;
74,08,15, 0.0, 74026, FRANCE, MURUROA, WTN ,22.000, -139.000, 0.000, 0.0, 200.0, WR, SCORPION, BALLOON ;
74,08,24, 0.0, 74044, FRANCE, MURUROA, WTN ,22.000, -139.000, 0.000, 0.0, 20.0, WR, TAUREAU, BALLOON ;
74,08,29, 95955.6, 74028, USSR, NZ, RUSS ,73.366, 55.094, 0.000, 0.001, 1500.0, WR, TUNNEL, F5x ;
74,08,29, 145959.2, 74029, USSR, KOMI, RUSS ,67.233, 62.119, 0.000, 7.6, 7.6, PNE, GORIZONT, SHAFT ;
74,08,30, 150000.2, 74030, USA, NTS, UGS ,37.150, -116.083, 0.000, 20.0, 200.0, WR, PORTMANTEAU, SHAFT ;
74,09,13, 30257.8, 74031, USSR, SEMI, KAZAKH ,49.820, 78.091, 0.000, 0.001, 20.0, WE, TUNNEL, ;
74,09,14, 0.0, 74032, FRANCE, MURUROA, WTN ,22.000, -139.000, 0.000, 0.0, 1000.0, WR, VERSEAU, BALLOON ;
74,09,25, 135959.3, 74033, USA, NTS, ISC ,36.990, -115.890, 0.000, 0.0, 20.0, WR, PRATT, SHAFT ;
